date,value
2025-12-19,1.672149
2025-12-22,4.055906
2025-12-23,-0.027390
2025-12-24,1.779847
2025-12-26,0.465626
2025-12-29,-2.081621
2025-12-30,-2.189981
2025-12-31,-2.027953
2026-01-02,0.931252
2026-01-05,4.135853
2026-01-06,6.241445
2026-01-07,1.615553
2026-01-08,5.914567
2026-01-09,5.585980
2026-01-12,5.887185
2026-01-13,4.325212
2026-01-14,4.900082
2026-01-15,8.317373
2026-01-16,4.593929
2026-01-20,-0.875034
2026-01-21,9.078480
2026-01-22,8.066721
2026-01-23,1.722724
2026-01-26,1.093494
2026-01-27,2.624385
2026-01-28,0.737705
2026-01-29,1.694452
2026-01-30,-0.956023
2026-02-02,4.207650
2026-02-03,3.524590
2026-02-04,6.374829
2026-02-05,-1.150685
2026-02-06,12.386955
2026-02-09,5.867837
2026-02-10,4.688785
2026-02-11,3.675261
2026-02-12,-2.606310
2026-02-13,4.245412
2026-02-17,1.479047
2026-02-18,2.163791
2026-02-19,2.082192
2026-02-20,3.863014
2026-02-23,-3.150685
2026-02-24,3.478499
2026-02-25,3.997809
2026-02-26,3.833516
2026-02-27,2.163198
2026-03-02,4.570334
2026-03-03,-0.383247
2026-03-04,2.710101
2026-03-05,-0.191676
2026-03-06,-1.753425
2026-03-09,-1.313989
2026-03-10,-1.998905
2026-03-11,-1.150055
2026-03-12,-4.928806
2026-03-13,-3.641840
2026-03-16,-1.259584
2026-03-17,-0.383352
2026-03-18,-4.079956
2026-03-19,-3.148959
2026-03-20,-5.753425
2026-03-23,-0.246508
2026-03-24,-1.669860
2026-03-25,0.027375
2026-03-26,-1.204160
2026-03-27,-6.487818
2026-03-30,-3.754453
2026-03-31,0.849315
2026-04-01,0.548095
2026-04-02,1.369488
2026-04-06,1.040811
2026-04-07,0.931507
2026-04-08,5.257393
2026-04-09,6.053136
2026-04-10,0.136874
2026-04-13,4.870041
2026-04-14,5.525164
2026-04-15,3.715847
2026-04-16,4.561595
2026-04-17,10.218579
2026-04-20,7.564173
2026-04-21,3.353326
2026-04-22,4.599891
2026-04-23,4.518236
2026-04-24,4.625850
2026-04-27,4.354927
2026-04-28,3.159902
2026-04-29,0.326619
2026-04-30,4.919815
2026-05-01,5.078762
2026-05-04,2.549498
2026-05-05,6.049919
2026-05-06,5.941400
2026-05-07,2.304772
2026-05-08,3.825285
2026-05-11,1.030928
2026-05-12,-1.057484
2026-05-13,-0.325115
2026-05-14,2.571738
2026-05-15,-2.272727
2026-05-18,1.325041
2026-05-19,-0.595560
2026-05-20,3.031944
2026-05-21,3.761840
2026-05-22,4.517176
2026-05-26,7.567568
2026-05-27,4.566333
2026-05-28,5.288721
2026-05-29,3.450135
2026-06-01,4.043127
2026-06-02,3.879310
2026-06-03,0.430571
2026-06-04,4.196933
2026-06-05,1.157158
2026-06-08,2.018843
2026-06-09,5.193757
2026-06-10,3.096143
2026-06-11,7.418478
2026-06-12,7.950728
2026-06-15,2.435610
2026-06-16,1.623740
2026-06-17,-0.364044
2026-06-18,3.497482
2026-06-22,1.764212
2026-06-23,4.480538
2026-06-24,6.360325
2026-06-25,6.365676
